Start sensor init
0.002196, 0.001647, 0.063074,
0.001037, 0.000244, 0.062708,
0.000244, -0.000183, 0.062769,
0.000244, -0.000244, 0.062769,
0.000305, -0.000244, 0.062769,
0.000244, -0.000183, 0.062769,
0.000305, -0.000183, 0.062830,
0.000183, -0.000183, 0.062769,
0.000244, -0.000183, 0.062830,
0.000305, -0.000183, 0.062830,
0.000305, -0.000183, 0.062830,
0.000305, -0.000183, 0.062769,
0.000305, -0.000183, 0.062830,
0.000183, -0.000488, 0.062952,
0.000488, 0.000366, 0.062830,
0.000122, -0.000183, 0.062830,
0.000061, -0.000183, 0.062891,
-0.000122, -0.000671, 0.062708,
-0.000427, 0.001647, 0.062769,
0.001403, 0.001952, 0.065209,
-0.001281, 0.002867, 0.063928,
-0.002318, -0.001098, 0.061854,
-0.006161, -0.000671, 0.070333,
-0.006771, 0.003660, 0.064172,
-0.006466, -0.001098, 0.065636,
-0.009516, -0.003477, 0.068686,
-0.011224, 0.000305, 0.073749,
-0.009882, -0.000488, 0.071553,
-0.007991, -0.003416, 0.068320,
-0.009394, -0.005490, 0.070394,
-0.007259, -0.005124, 0.064904,
-0.009211, -0.006954, 0.068625,
-0.007991, -0.008906, 0.069540,
-0.005490, -0.010919, 0.064416,
-0.006588, -0.013420, 0.062281,
-0.005734, -0.017873, 0.066124,
-0.006466, -0.013115, 0.056486,
-0.008479, -0.017263, 0.058072,
-0.009455, -0.014335, 0.053253,
-0.010980, -0.015799, 0.053802,
-0.013176, -0.017751, 0.055510,
-0.014091, -0.017019, 0.059231,
-0.013298, -0.020740, 0.055571,
-0.015555, -0.019886, 0.056608,
-0.015067, -0.019459, 0.051057,
-0.016897, -0.019642, 0.049776,
-0.018300, -0.017080, 0.047458,
-0.021289, -0.011285, 0.040443,
-0.023607, -0.009882, 0.036295,
-0.024522, -0.008540, 0.031720,
-0.025010, -0.007259, 0.031781,
-0.025437, -0.007259, 0.039528,
-0.023729, -0.011529, 0.046665,
-0.022082, -0.013969, 0.048312,
-0.018117, -0.016592, 0.047824,
-0.017446, -0.019276, 0.049898,
-0.015189, -0.016836, 0.053741,
-0.014579, -0.017934, 0.052643,
-0.011834, -0.018788, 0.054168,
-0.009516, -0.018483, 0.060024,
-0.005673, -0.021228, 0.060573,
-0.003477, -0.016958, 0.067222,
-0.004819, -0.015921, 0.063135,
-0.004270, -0.008723, 0.066978,
-0.001342, -0.005795, 0.066734,
-0.000915, -0.003904, 0.063989,
0.002196, 0.000732, 0.070882,
0.002745, 0.003538, 0.066734,
0.003050, 0.009455, 0.066429,
0.004209, 0.008418, 0.071797,
0.004941, 0.018361, 0.068503,
0.003477, 0.020130, 0.069418,
0.005795, 0.017446, 0.069113,
0.007076, 0.015494, 0.068564,
0.006344, 0.016897, 0.066490,
0.007076, 0.020923, 0.071187,
0.006649, 0.023546, 0.069357,
0.010919, 0.020313, 0.070089,
0.010126, 0.022509, 0.073932,
0.010736, 0.020008, 0.070943,
0.012566, 0.014518, 0.070699,
0.015738, 0.011834, 0.067100,
0.015067, 0.006039, 0.076189,
0.011224, 0.003904, 0.079178,
0.009821, 0.004331, 0.066795,
0.001220, -0.000549, 0.065941,
-0.002135, -0.000488, 0.060451,
-0.008296, 0.001403, 0.061000,
-0.010614, -0.000061, 0.052338,
-0.017141, 0.001220, 0.048861,
-0.023302, 0.000732, 0.046543,
-0.025803, 0.004941, 0.036783,
-0.024705, 0.003233, 0.034038,
-0.025376, -0.002074, 0.038247,
-0.023546, 0.000549, 0.036722,
-0.020313, -0.005307, 0.037820,
-0.016958, -0.005673, 0.034953,
-0.011529, -0.006283, 0.043981,
-0.010614, -0.003355, 0.051850,
-0.009089, 0.002989, 0.053558,
-0.008845, 0.001098, 0.057767,
-0.000427, -0.004453, 0.052887,
0.004026, -0.005612, 0.063379,
0.006527, -0.009272, 0.071431,
0.009577, -0.002745, 0.071187,
0.009882, 0.008479, 0.075579,
0.017446, 0.013786, 0.071919,
0.019581, 0.013298, 0.075579,
0.015921, 0.026169, 0.085766,
0.018727, 0.022570, 0.081557,
0.024278, 0.021655, 0.071858,
0.025986, 0.020862, 0.075762,
0.028731, 0.017751, 0.077348,
0.027633, 0.021472, 0.082960,
0.026901, 0.022021, 0.080764,
0.020069, 0.029890, 0.083021,
0.023241, 0.024888, 0.069479,
0.019581, 0.009455, 0.075091,
0.017141, 0.009760, 0.070760,
0.007503, -0.004514, 0.064050,
0.001098, 0.001037, 0.055327,
-0.002928, -0.005124, 0.043920,
-0.013725, -0.007259, 0.040260,
-0.018117, -0.014823, 0.032391,
-0.024583, -0.010858, 0.025071,
-0.031964, -0.012383, 0.024705,
-0.038003, -0.011346, 0.035746,
-0.035197, -0.006710, 0.034038,
-0.043310, 0.012688, 0.025376,
-0.046238, 0.022570, 0.019032,
-0.052521, 0.025803, 0.018483,
-0.054473, 0.033428, 0.004514,
-0.048373, 0.027755, -0.011163,
-0.050203, 0.014640, -0.021716,
-0.054839, 0.010675, -0.027450,
-0.046116, -0.006710, -0.037820,
-0.044713, -0.008784, -0.049837,
-0.042761, -0.025254, -0.033306,
-0.020618, -0.036417, -0.041724,
0.000244, -0.018300, -0.061793,
0.000000, -0.027999, -0.060573,
0.006283, -0.022387, -0.056913,
0.010919, -0.032696, -0.051179,
0.027694, -0.035197, -0.061366,
0.040565, -0.042334, -0.053375,
0.057157, -0.046848, -0.055083,
0.066490, -0.050386, -0.053497,
0.053253, -0.054290, -0.044469,
0.053436, -0.048312, -0.050325,
0.024888, -0.037637, -0.040931,
0.012810, -0.030805, -0.041724,
0.003660, -0.017446, -0.041419,
-0.000122, -0.004880, -0.043188,
-0.005978, 0.001220, -0.039955,
-0.010309, 0.005124, -0.040626,
-0.012505, 0.010614, -0.040443,
